-0.37606603528596527219463041546987	1
-0.71689759176709599852728160840343	2
-1.12109743763043923081568209454417	3
-1.36187772503736814755370687635150	4
-1.41312456711134104558880153490463	5
-1.47181159897161784044783416902646	6
-1.55378305841769459583190382545581	7
-1.64403330197292052439195231272606	8
-1.73596420054954259093449309148127	9
-1.82992574245325534398887157294666	10
-1.92456468346283138259877887321636	11
-2.01920375920209993481080346100498	12
-2.10761507677355064416246932523791	13
-2.19425572533424650956135337764863	14
-2.27892251382779820190194186579902	15
-2.35880294466360629357382094895002	16
-2.38231759233694173616413536365144	17
-2.40329783817367781395546444400679	18
-2.42331718358070924423941505665425	19
-2.44252568939544634218918872647919	20
-2.45828054455743760797759023262188	21
-2.46430566241745685474029414763208	22
-2.47206199776703439141556373215280	23
-2.48099447638070680355326658172999	24
-2.49007667362598006377538695232943	25
-2.50025618870644805724623438436538	26
-2.51132271612248914038900693412870	27
-2.52310948971532456042154990427662	28
-2.53548333166031181207245026598684	29
-2.54833727537561882670047452847939	30
-2.56158500549703704862736231007148	31
-2.57515660757561315463703977002297	32
-2.58899527937729256876764338812791	33
-2.60305475980723288742524346162099	34
-2.61729730114516767613963565963786	35
-2.63169205785029003408226344618015	36
-2.64621379830427061463637983251829	37
-2.66084186931542765464087096916046	38
-2.67555936010197070729077495343518	39
-2.69035242482561587351597154338378	40
-2.70520973191280988956464170769323	41
-2.72012201528822616936054146208335	42
-2.73508170788591664646105527936015	43
-2.75008264183071959863013944413979	44
-2.76511980281274549753334213164635	45
-2.78018912862743228231465764110908	46
-2.79528734379043886093541004811414	47
-2.81041182366808106607436457125004	48
-2.82556048280123928151397194596939	49
-2.84073168307921219977174587256741	50
-2.85592415822456935359241469996050	51
-2.87113695168861271511673294298816	52
-2.88636936558285439602400401781779	53
-2.90162091870387328640390478540212	54
-2.91689131204681295628233783645555	55
-2.93218040050198425205962848849595	56
-2.94748816964418258734781375096645	57
-2.96281471673810736788823305687401	58
-2.97816023521755379732667279313318	59
-2.99352500204566274177864215744194	60
-3.00890936745186454714939827681519	61
-3.02431374664730379109300884010736	62
-3.03973861317172655560625571524724	63
-3.05518449360617649901428194425534	64
-3.07065196341387824929825001163408	65
-3.08614164373256816276125391595997	66
-3.10165419895422811435992116457783	67
-3.11719033497532693743892195925582	68
-3.13275079800680700259363220538944	69
-3.14833637386618248044101164850872	70
-3.16393376252607971821362298214808	71
-3.17919454950633850742747199547011	72
-3.19447014985535204800726205576211	73
-3.20976102249654005049706029240042	74
-3.22506764760510966638662466721144	75
-3.24039052653455739161358906130772	76
-3.25573018190568985730237727693748	77
-3.27108715783292103296275854518171	78
-3.28646202027149092472768643347081	79
-3.30185535748172886982843010628130	80
-3.31726778058185400865909286949318	81
-3.33269992419665062044487058301456	82
-3.34639818454912418843605337315239	83
-3.35869553552121757888926367741078	84
-3.37093086234997985073391646437813	85
-3.38310300314694822887418013124261	86
-3.39521079383090063075201214815024	87
-3.40725306899504953861423928174190	88
-3.41922866282853199493274587439373	89
-3.43113641009782055490973107225727	90
-3.44297514717472719070201492286287	91
-3.45474371311530425998626014916226	92
-3.46644095078293723588558350456879	93
-3.47806570800882974836554240027908	94
-3.48961683879952921927269926527515	95
-3.50109320457044503882571007125080	96
-3.51249367541425883132433227729052	97
-3.52381713140294072772462641296443	98
-3.53506246391077061375085577310529	99
-3.54622857696324134124665761191864	100
-3.55731438860382986888453160645440	101
-3.56831883228032342714186597731896	102
-3.57924085824450077808478454244323	103
-3.59007943495449177717659949848894	104
-3.60083355049296693906057953427080	105
-3.61150221398311943588055328291375	106
-3.62208445700270820211130740062799	107
-3.63257933499335061711121852567885	108
-3.64298592866227677333768042444717	109
-3.65330334536755030327981330628973	110
-3.66353072048739347721379999711644	111
-3.67366721876751345376987956115045	112
-3.68371203564775173688872200727928	113
-3.69366439854335792958295314747375	114
-3.70303307503135670231131371110678	115
-3.71227740170478393011421758274082	116
-3.72142390754109086969947384204715	117
-3.73047217005128706190930643060710	118
-3.73942180959220138447562931105494	119
-3.74827249004319318359534918272402	120
-3.75702391941935776031868954305537	121
-3.76567585040444940958082042925525	122
-3.77422808079652938317849475424737	123
-3.78268045388180684795997876790352	124
-3.79012488760389576469833627925254	125
-3.79591732872623177641457914432976	126
-3.79836004674152816207310934260022	127
-3.79854369764216182048244263569359	128
-3.79877410395680570331933267880231	129
-3.79904958195048392255444014153909	130
-3.79936851758350213614789936400484	131
-3.79972936305009412194522155914456	132
-3.80013063350117175076547937351279	133
-3.80057090399904184963020270515699	134
-3.80104880663461930367930108332075	135
-3.80156302780871957480712808319367	136
-3.80211230567634084209771572204772	137
-3.80269542773875146579598549578805	138
-3.80331122856472836346597432566341	139
-3.80395858763946081992912695568521	140
-3.80463642734868390249403091729619	141
-3.80534371103363255883778037969023	142
-3.80607944119296437435195912257768	143
-3.80684265776145380755224323365837	144
-3.80763243647812199554891776642762	145
-3.80844788733102213029724225634709	146
-3.80928815311105806173941346060019	147
-3.81015240800925436559509762446396	148
-3.81091152690377166223356653063092	149
-3.81119463520171919412860006559640	150
-3.81152096191532807623048029199708	151
-3.81188896919953323916274712246377	152
-3.81229718167750553092787413334008	153
-3.81274418343374810191903634404298	154
-3.81322861513766353525056729267817	155
-3.81374917136975710718616028316319	156
-3.81430459808118715869795778417028	157
-3.81489369020454693881561070156749	158
-3.81551528940206630124976072693244	159
-3.81616828192930501728596937027760	160
-3.81685159663110740169145174149889	161
-3.81756420303403398719410688499920	162
-3.81830510954101010057115672680084	163
-3.81907336172977496246971895743627	164
